raw,ln,LOG10,cellid,gt,ms
66.70341,4.200256076,1.824148036,1,WT,A
39.02731,3.664261657,1.591368618,1,WT,A
31.87461,3.461809768,1.50344488,1,WT,A
70.24215,4.251948558,1.846597796,1,WT,A
37.38078,3.621156669,1.572648359,1,WT,A
33.75727,3.519195802,1.528367317,1,WT,A
64.25628,4.162879462,1.807915579,1,WT,A
76.69248,4.339803659,1.884752782,1,WT,A
46.55292,3.84058973,1.667946927,1,WT,A
23.98111,3.177266437,1.379869281,1,WT,A
45.31089,3.813547401,1.656202593,1,WT,A
30.28355,3.410604661,1.481206784,1,WT,A
44.50999,3.795713658,1.648457497,1,WT,A
34.98412,3.554894244,1.543870954,1,WT,A
96.58271,4.57039974,1.984899387,1,WT,A
32.71025,3.487688484,1.514683863,1,WT,A
39.27752,3.670652345,1.594144058,1,WT,A
41.40214,3.72333257,1.61702279,1,WT,A
71.59289,4.270995767,1.854869894,1,WT,A
52.97784,3.969873713,1.724094247,1,WT,A
103.0067,4.634794035,2.012865474,1,WT,A
75.86778,4.328992088,1.880057376,1,WT,A
77.63377,4.352002513,1.890050677,1,WT,A
35.08336,3.557726944,1.54510118,1,WT,A
93.16942,4.534419556,1.969273392,1,WT,A
67.08614,4.205977465,1.826632804,1,WT,A
54.0205,3.989363604,1.7325586,1,WT,A
35.53651,3.570560619,1.550674774,1,WT,A
48.57051,3.883016557,1.686372664,1,WT,A
30.71344,3.424700344,1.487328461,1,WT,A
49.53016,3.902581777,1.694869731,1,WT,A
84.03586,4.431243613,1.924464649,1,WT,A
47.76378,3.866267612,1.679098689,1,WT,A
31.25548,3.442194721,1.494926173,1,WT,A
48.60719,3.883771462,1.686700515,1,WT,A
84.65575,4.438593033,1.927656462,1,WT,A
46.45943,3.838579459,1.667073877,1,WT,A
67.18616,4.207467274,1.82727982,1,WT,A
49.32206,3.898371445,1.693041207,1,WT,A
111.7764,4.716500447,2.048350118,1,WT,A
47.63027,3.863468483,1.677883043,1,WT,A
58.26562,4.065012211,1.765412372,1,WT,A
40.76522,3.707829267,1.61028979,1,WT,A
157.4173,5.058900241,2.197052459,1,WT,A
188.6313,5.239794316,2.275613758,1,WT,A
47.75027,3.865984721,1.678975832,1,WT,A
35.11643,3.558669112,1.545510358,1,WT,A
35.86385,3.579729824,1.554656909,1,WT,A
70.22629,4.251722742,1.846499726,1,WT,A
53.31316,3.976183205,1.726834425,1,WT,A
35.03489,3.556344422,1.544500758,1,WT,A
145.7374,4.981806372,2.163571017,1,WT,A
51.08424,3.933476035,1.708286937,1,WT,A
33.18115,3.501981944,1.520891434,1,WT,A
29.12562,3.371618199,1.464275179,1,WT,A
75.01877,4.317738349,1.875169939,1,WT,A
51.75762,3.946571668,1.713974298,1,WT,A
37.54367,3.625504789,1.574536724,1,WT,A
96.8407,4.57306736,1.98605792,1,WT,A
53.01894,3.970649208,1.724431041,1,WT,A
33.15305,3.501134718,1.520523489,1,WT,A
63.02854,4.14358764,1.799537247,1,WT,A
35.37873,3.566110792,1.548742239,1,WT,A
54.24857,3.993576633,1.734388295,1,WT,A
42.10201,3.740095483,1.62430283,1,WT,A
74.0154,4.30427318,1.869322091,1,WT,A
24.28676,3.189931346,1.385369581,1,WT,A
41.2904,3.720630027,1.61584909,1,WT,A
42.69082,3.753983909,1.630334497,1,WT,A
61.34666,4.116540728,1.787790923,1,WT,A
60.71062,4.106118642,1.783264668,1,WT,A
27.39011,3.310181999,1.437593776,1,WT,A
23.08975,3.139388796,1.363419231,1,WT,A
80.75102,4.391370594,1.907148017,1,WT,A
73.30556,4.294636459,1.865136916,1,WT,A
67.27296,4.208758373,1.827840537,1,WT,A
56.8992,4.041281281,1.75510616,1,WT,A
31.82841,3.460359287,1.502814944,1,WT,A
58.16929,4.063357552,1.764693763,1,WT,A
54.77197,4.003178567,1.738558362,1,WT,A
30.47005,3.416744234,1.483873167,1,WT,A
58.15304,4.063078156,1.764572423,1,WT,A
33.31535,3.506018252,1.52264438,1,WT,A
35.67199,3.574365787,1.552327338,1,WT,A
66.17148,4.192249554,1.820670848,1,WT,A
40.58206,3.703326097,1.608334089,1,WT,A
92.36617,4.525760786,1.965512936,1,WT,A
41.81821,3.733331891,1.621365439,1,WT,A
44.80995,3.802430213,1.651374459,1,WT,A
47.73634,3.865692953,1.678849118,1,WT,A
29.93737,3.399107533,1.476213645,1,WT,A
44.3264,3.791580436,1.646662461,1,WT,A
43.06707,3.762758668,1.634145326,1,WT,A
71.469,4.269263789,1.854117705,1,WT,A
35.81228,3.578290851,1.554031971,1,WT,A
50.88895,3.929645808,1.70662349,1,WT,A
32.75903,3.489178649,1.515331034,1,WT,A
44.99833,3.806625378,1.653196396,1,WT,A
32.49286,3.481020373,1.511787939,1,WT,A
29.12418,3.371568757,1.464253707,1,WT,A
56.84388,4.040308563,1.754683714,1,WT,A
46.90135,3.84804646,1.671185344,1,WT,A
74.66424,4.313001263,1.873112649,1,WT,A
37.17706,3.615691904,1.570275042,1,WT,A
30.73517,3.425407601,1.48763562,1,WT,A
37.1204,3.614166684,1.569612647,1,WT,A
71.56298,4.270577901,1.854688417,1,WT,A
21.35377,3.061228305,1.329474561,1,WT,A
44.52652,3.796084967,1.648618754,1,WT,A
32.86376,3.492370531,1.51671725,1,WT,A
41.56747,3.72731789,1.618753592,1,WT,A
63.55489,4.151903942,1.803148971,1,WT,A
76.92291,4.342803752,1.886055705,1,WT,A
35.14151,3.559383053,1.545820419,1,WT,A
